,機車等級,使用頻率,使用距離
3032,N,U,less_5
3033,N,F,less_40
3034,N,U,less_40
3035,N,U,less_40
3036,N,U,
3037,Y,U,less_40
3038,N,U,
3039,Y,U,less_40
3040,N,U,less_40
3041,N,U,less_5
3042,N,U,
3043,Y,U,less_15
3044,N,U,less_40
3045,N,U,less_5
3046,N,U,less_40
3047,N,U,
3048,N,U,less_15
3049,N,U,less_40
3050,N,U,less_15
3051,N,U,less_40
3052,N,U,less_40
3053,N,U,less_40
3054,N,U,less_40
3055,N,U,less_40
3056,N,U,less_40
3057,S,U,less_5
3058,N,U,less_40
3059,N,U,less_40
3060,N,U,less_15
3061,N,U,less_5
3062,N,U,less_5
3063,N,U,less_5
3064,N,U,less_15
3065,N,U,less_40
3066,N,U,less_40
3067,N,U,less_5
3068,N,U,less_40
3069,N,U,less_15
3070,N,U,less_5
3071,N,U,less_15
3072,N,U,less_5
3073,N,U,less_40
3074,N,,
3075,N,U,less_15
3076,N,U,less_15
3077,N,F,less_15
3078,N,U,less_40
3079,N,U,less_15
3080,N,U,less_15
3081,N,U,less_15
3082,N,,
3083,N,F,less_15
3084,N,U,less_15
3085,N,U,less_15
3086,N,U,less_15
3087,N,U,less_5
3088,N,U,less_40
3089,Y,F,higher_40
3090,N,U,less_5
3091,N,U,less_40
3092,N,U,less_5
3093,N,U,less_40
3094,N,U,less_40
3095,Y,F,higher_40
3096,N,U,less_5
3097,Y,U,less_40
3098,N,U,less_5
3099,N,U,less_5
3100,N,U,less_40
3101,N,U,less_5
3102,N,,
3103,N,U,less_40
3104,N,U,less_5
3105,N,U,less_15
3106,N,U,higher_40
3107,N,U,less_40
3108,N,U,less_40
3109,N,U,less_5
3110,Y,U,less_15
3111,N,U,less_5
3112,N,U,less_5
3113,N,U,less_5
3114,N,U,less_5
3115,N,U,less_40
3116,N,U,less_15
3117,N,F,less_15
3118,N,U,
3119,N,U,higher_40
3120,R,U,less_40
3121,N,U,less_40
3122,N,U,
3123,N,,
3124,N,U,less_15
3125,R,F,higher_40
3126,N,U,less_15
3127,N,U,less_40
3128,N,U,higher_40
3129,N,F,less_5
3130,N,U,less_15
3131,N,U,less_5
3132,N,F,less_40
3133,N,U,less_40
3134,N,F,less_15
3135,N,U,less_5
3136,N,U,less_40
3137,R,F,less_40
3138,R,F,higher_40
3139,N,U,less_40
3140,N,U,less_5
3141,R,U,less_40
3142,N,F,less_5
3143,N,U,
3144,S,U,less_5
3145,S,F,less_5
3146,S,U,less_40
3147,S,U,
3148,R,F,higher_40
3149,S,F,less_5
3150,S,U,less_5
3151,R,F,higher_40
3152,R,F,higher_40
3153,R,F,less_5
3154,S,U,less_5
3155,N,U,less_40
3156,N,U,less_5
3157,N,U,less_5
3158,,F,higher_40
3159,N,U,less_5
3160,N,U,less_5
3161,N,F,less_15
3162,N,,
3163,N,U,less_40
3164,N,F,less_5
3165,N,U,less_5
3166,N,U,less_5
3167,N,U,less_15
3168,N,U,less_5
3169,N,U,less_5
3170,N,F,less_5
3171,N,U,less_15
3172,N,F,less_15
3173,N,U,less_40
3174,N,U,less_40
3175,N,U,less_5
3176,N,U,less_5
3177,N,U,less_15
3178,N,U,less_40
3179,N,U,less_5
3180,N,U,less_15
3181,N,U,less_40
3182,N,U,less_15
3183,N,F,less_5
3184,N,U,less_5
3185,N,,
3186,N,U,less_5
3187,N,F,less_40
3188,R,F,higher_40
3189,N,U,less_15
3190,Y,U,less_40
3191,Y,U,less_15
3192,Y,F,less_15
3193,Y,U,less_40
3194,Y,U,higher_40
3195,Y,U,higher_40
3196,Y,U,less_40
3197,Y,F,higher_40
3198,Y,U,higher_40
3199,N,U,less_40
3200,N,U,less_15
3201,N,U,less_40
3202,N,U,less_5
3203,N,U,less_15
3204,N,U,less_5
3205,N,,
3206,R,F,higher_40
3207,N,U,less_15
3208,N,U,less_15
3209,N,U,less_15
3210,N,F,less_5
3211,R,F,less_40
3212,N,U,less_15
3213,N,U,less_40
3214,N,U,less_5
3215,N,U,less_40
3216,N,U,less_15
3217,N,U,less_5
3218,N,F,less_5
3219,N,F,less_5
3220,N,U,less_15
3221,N,U,less_40
3222,N,U,less_40
3223,N,U,less_15
3224,R,F,higher_40
3225,N,,
3226,S,U,less_40
3227,S,U,less_5
3228,S,U,less_5
3229,S,U,less_5
3230,S,U,less_5
3231,S,F,less_5
3232,S,U,less_5
3233,S,U,less_15
3234,S,F,less_15
3235,S,U,less_5
3236,R,U,less_40
3237,S,U,less_5
3238,S,U,less_40
3239,R,F,less_40
3240,S,U,less_15
3241,S,U,less_5
3242,R,F,higher_40
3243,R,F,higher_40
3244,S,U,less_5
3245,S,F,less_15
3246,S,U,less_5
3247,S,U,less_5
3248,S,U,less_5
3249,N,U,less_40
3250,N,U,less_15
3251,N,U,less_40
3252,N,U,less_15
3253,N,U,less_40
3254,N,U,less_15
3255,N,U,less_5
3256,N,U,higher_40
3257,N,U,less_15
3258,N,F,less_5
3259,N,U,less_15
3260,N,U,less_5
3261,N,U,less_15
3262,Y,U,higher_40
3263,N,U,less_5
3264,N,U,less_15
3265,N,U,less_15
3266,N,U,less_40
3267,N,U,less_40
3268,N,U,less_5
3269,N,U,less_40
3270,N,U,less_15
3271,N,U,less_5
3272,N,U,less_40
3273,N,U,less_15
3274,N,U,less_5
3275,N,,
3276,N,U,less_5
3277,N,U,less_15
3278,N,U,less_5
3279,N,U,less_40
3280,N,U,less_5
3281,N,U,less_15
3282,N,U,less_15
3283,N,U,less_5
3284,N,U,less_15
3285,N,U,less_40
3286,N,U,less_5
3287,N,F,less_15
3288,N,U,less_5
3289,N,U,less_40
3290,N,U,
3291,Y,F,higher_40
3292,Y,U,less_40
3293,N,U,less_40
3294,N,F,higher_40
3295,N,U,less_40
3296,Y,F,less_40
3297,N,U,less_5
3298,R,U,higher_40
3299,N,U,less_15
3300,N,F,less_40
3301,N,F,less_15
3302,N,U,less_15
3303,N,U,less_40
3304,N,U,less_40
3305,N,U,less_40
3306,R,F,higher_40
3307,N,U,less_15
3308,N,U,less_5
3309,N,U,less_40
3310,N,U,less_40
3311,S,F,less_5
3312,S,,
3313,S,U,less_15
3314,R,F,higher_40
3315,N,F,less_40
3316,N,,
3317,N,U,less_5
3318,N,U,less_5
3319,N,U,less_40
3320,N,U,less_15
3321,N,U,less_5
3322,N,U,less_40
3323,N,U,less_5
3324,N,U,less_40
3325,N,,
3326,N,U,less_5
3327,N,U,less_40
3328,N,U,less_5
3329,N,U,less_40
3330,N,U,less_5
3331,N,U,less_15
3332,N,U,less_5
3333,N,U,less_5
3334,N,U,less_40
3335,Y,U,less_15
3336,Y,U,less_5
3337,Y,F,less_40
3338,N,U,less_5
3339,N,U,less_40
3340,N,U,less_40
3341,N,U,less_40
3342,R,F,higher_40
3343,N,U,less_15
3344,N,U,less_15
3345,R,U,higher_40
3346,N,U,less_5
3347,N,U,less_5
3348,N,U,less_5
3349,N,U,less_40
3350,R,F,higher_40
3351,S,,
3352,S,U,less_15
3353,S,F,less_15
3354,S,F,less_5
3355,S,U,less_40
3356,S,U,less_5
3357,S,U,less_5
3358,S,U,less_5
3359,S,F,less_40
3360,S,U,less_5
3361,S,U,less_5
3362,N,U,higher_40
3363,N,U,less_40
3364,N,U,less_15
3365,N,,
3366,N,F,less_40
3367,N,U,less_40
3368,N,,
3369,N,U,higher_40
3370,Y,F,less_40
3371,N,U,less_15
3372,N,U,higher_40
3373,Y,U,higher_40
3374,N,U,less_40
3375,N,U,less_40
3376,Y,F,higher_40
3377,N,U,higher_40
3378,N,F,higher_40
3379,N,U,higher_40
3380,N,U,less_40
3381,N,U,
3382,N,U,less_40
3383,N,U,less_40
3384,N,U,less_5
3385,N,U,less_40
3386,N,F,less_5
3387,S,F,less_5
3388,N,F,less_15
3389,N,U,
3390,R,U,less_40
3391,N,U,less_5
3392,N,U,less_40
3393,N,U,less_40
3394,N,U,less_5
3395,Y,U,higher_40
3396,N,F,less_5
3397,N,U,less_15
3398,N,U,less_5
3399,N,U,less_40
3400,N,U,less_5
3401,N,U,less_5
3402,N,U,less_15
3403,N,U,less_15
3404,N,U,higher_40
3405,N,U,less_40
3406,S,,
3407,S,U,less_5
3408,S,F,less_5
3409,N,U,less_15
3410,N,U,less_40
3411,N,U,less_5
3412,N,U,less_40
3413,N,U,less_5
3414,N,,
3415,N,U,higher_40
3416,N,U,less_40
3417,N,U,less_40
3418,N,U,less_5
3419,N,U,
3420,N,U,less_40
3421,N,F,less_5
3422,N,U,less_40
3423,N,U,less_15
3424,N,U,
3425,N,U,less_40
3426,N,U,less_15
3427,N,U,less_5
3428,N,U,less_40
3429,Y,F,higher_40
3430,N,U,less_5
3431,N,U,less_40
3432,Y,F,less_5
3433,N,U,less_40
3434,N,U,less_15
3435,N,U,less_15
3436,N,U,less_5
3437,N,U,less_5
3438,N,U,less_15
3439,N,U,less_40
3440,N,U,less_40
3441,N,U,less_5
3442,N,U,less_40
3443,N,U,less_5
3444,N,U,less_40
3445,N,U,less_5
3446,N,U,less_15
3447,N,U,less_40
3448,N,U,less_5
3449,N,U,less_40
3450,N,U,less_15
3451,N,U,less_5
3452,N,U,less_5
3453,R,F,higher_40
3454,N,U,less_40
3455,N,U,less_5
3456,N,U,less_5
3457,N,F,less_40
3458,R,F,less_40
3459,S,F,less_5
3460,R,U,less_40
3461,S,,
3462,N,U,less_40
3463,N,U,less_15
3464,N,,
3465,N,U,less_40
3466,N,U,less_15
3467,N,U,less_40
3468,N,U,less_5
3469,N,F,less_5
3470,N,F,less_5
3471,N,U,less_5
3472,N,F,less_5
3473,N,U,less_15
3474,N,U,less_40
3475,N,U,less_40
3476,N,U,less_5
3477,N,U,less_5
3478,N,U,less_40
3479,Y,F,less_40
3480,Y,F,less_40
3481,Y,U,less_5
3482,Y,U,less_40
3483,Y,U,less_5
3484,Y,U,higher_40
3485,N,U,less_40
3486,N,U,less_40
3487,N,U,less_40
3488,N,U,less_15
3489,N,U,less_40
3490,N,U,less_5
3491,N,U,less_40
3492,N,U,less_15
3493,N,U,less_15
3494,S,U,less_40
3495,S,U,less_5
3496,S,U,less_5
3497,S,F,less_5
3498,S,U,less_5
3499,S,U,less_5
3500,S,,
3501,S,U,less_40
3502,S,F,less_5
3503,N,U,less_5
3504,N,U,less_15
3505,N,,
3506,N,U,less_40
3507,N,F,less_5
3508,N,U,less_40
3509,N,U,less_40
3510,N,U,less_15
3511,N,U,less_5
3512,N,U,less_15
3513,N,F,less_15
3514,N,U,less_5
3515,N,U,less_40
3516,N,U,less_40
3517,N,U,less_5
3518,N,U,less_5
3519,N,U,less_40
3520,Y,U,less_15
3521,Y,F,less_40
3522,Y,F,higher_40
3523,N,U,less_40
3524,N,U,less_5
3525,N,U,less_5
3526,N,U,less_5
3527,N,U,less_5
3528,N,U,less_5
3529,N,F,less_15
3530,N,U,less_15
3531,N,U,less_5
3532,N,U,less_5
3533,N,U,less_5
3534,Y,F,higher_40
3535,N,U,less_15
3536,N,U,less_5
3537,N,U,less_40
3538,N,U,less_5
3539,N,U,less_15
3540,N,F,less_40
3541,N,U,less_40
3542,N,U,less_15
3543,S,U,less_5
3544,S,U,less_40
3545,N,U,less_15
3546,N,U,less_40
3547,N,U,less_15
3548,N,U,less_40
3549,N,U,less_5
3550,N,U,less_40
3551,N,U,less_40
3552,N,F,less_5
3553,N,U,less_40
3554,N,U,less_40
3555,N,U,less_5
3556,N,U,
3557,N,U,less_15
3558,N,U,less_15
3559,N,U,less_15
3560,N,U,less_40
3561,N,F,less_15
3562,N,U,less_40
3563,N,U,less_40
3564,N,U,less_40
3565,N,U,less_40
3566,N,F,less_15
3567,N,U,less_5
3568,N,F,less_5
3569,N,F,less_5
3570,N,U,
3571,N,U,less_5
3572,N,U,less_40
3573,N,U,less_15
3574,N,U,less_15
3575,N,U,less_15
3576,N,U,less_5
3577,N,U,less_40
3578,N,U,less_40
3579,N,U,less_15
3580,N,U,less_40
3581,N,U,less_5
3582,N,U,less_5
3583,N,U,less_5
3584,N,U,less_40
3585,N,U,less_15
3586,N,U,less_40
3587,N,U,less_15
3588,Y,U,less_40
3589,N,U,less_15
3590,N,U,less_15
3591,N,U,less_15
3592,N,U,less_40
3593,N,F,less_40
3594,N,U,less_15
3595,N,U,less_40
3596,N,U,higher_40
3597,N,U,less_5
3598,N,U,less_40
3599,N,U,less_5
3600,N,U,less_40
3601,N,U,less_15
3602,N,U,less_15
3603,N,F,less_5
3604,N,U,less_15
3605,N,U,less_40
3606,N,U,less_15
3607,N,U,less_40
3608,N,U,less_40
3609,N,U,less_40
3610,N,U,less_40
3611,N,U,less_15
3612,N,U,less_40
3613,R,U,less_15
3614,R,F,higher_40
3615,R,F,higher_40
3616,N,U,less_15
3617,N,U,less_15
3618,N,U,higher_40
3619,N,U,less_40
3620,N,U,higher_40
3621,N,U,less_5
3622,N,U,less_40
3623,R,F,less_40
3624,N,U,less_40
3625,N,U,less_15
3626,N,U,less_5
3627,R,F,less_40
3628,N,U,less_5
3629,N,U,less_15
3630,N,U,less_40
3631,N,U,less_5
3632,N,U,less_5
3633,N,U,less_40
3634,N,U,less_5
3635,N,U,less_40
3636,N,U,less_5
3637,N,U,less_40
3638,N,U,less_5
3639,N,U,less_40
3640,N,U,less_5
3641,S,F,less_15
3642,R,F,higher_40
3643,R,F,higher_40
3644,R,,
3645,S,,
3646,S,U,less_5
3647,N,U,less_15
3648,N,U,less_5
3649,N,U,less_5
3650,N,U,less_40
3651,N,U,less_5
3652,R,F,less_40
3653,N,U,less_5
3654,N,F,less_5
3655,N,U,less_15
3656,N,,
3657,N,U,less_5
3658,N,U,less_15
3659,N,U,less_5
3660,N,U,less_40
3661,N,U,less_40
3662,N,U,less_5
3663,N,F,less_5
3664,N,U,less_5
3665,N,U,less_5
3666,N,U,less_5
3667,N,U,less_5
3668,N,F,less_15
3669,N,U,
3670,N,U,less_15
3671,N,U,less_40
3672,N,U,less_15
3673,N,U,less_40
3674,N,U,higher_40
3675,N,U,less_15
3676,N,,
3677,R,U,less_40
3678,N,U,less_15
3679,R,F,higher_40
3680,N,U,less_15
3681,N,U,less_40
3682,N,U,less_15
3683,N,U,less_5
3684,N,U,less_5
3685,R,F,less_40
3686,N,U,less_5
3687,N,U,less_5
3688,N,U,less_15
3689,N,U,less_15
3690,Y,U,less_40
3691,Y,U,higher_40
3692,Y,U,less_40
3693,Y,U,less_40
3694,Y,U,less_40
3695,Y,U,higher_40
3696,Y,U,less_40
3697,Y,F,less_40
3698,N,U,less_5
3699,N,U,less_5
3700,N,U,less_15
3701,N,F,less_15
3702,N,U,less_15
3703,N,U,less_5
3704,N,F,less_5
3705,R,F,less_40
3706,N,U,less_15
3707,N,U,less_40
3708,N,U,less_15
3709,N,U,less_15
3710,N,U,less_40
3711,N,U,less_5
3712,N,U,
3713,N,F,less_5
3714,N,U,less_15
3715,N,U,less_5
3716,N,U,less_15
3717,N,F,higher_40
3718,R,F,higher_40
3719,R,F,higher_40
3720,N,U,less_5
3721,N,U,less_15
3722,N,U,less_5
3723,N,U,less_40
3724,N,U,less_40
3725,N,U,less_15
3726,N,U,less_40
3727,N,U,less_5
3728,N,U,less_15
3729,N,U,less_40
3730,R,F,higher_40
3731,N,F,less_5
3732,N,U,less_15
3733,N,U,less_15
3734,N,U,less_5
3735,S,U,higher_40
3736,S,U,less_5
3737,S,U,less_5
3738,S,U,less_5
3739,S,F,less_5
3740,S,F,less_5
3741,S,F,less_5
3742,R,U,less_40
3743,S,U,less_5
3744,R,F,less_40
3745,S,U,
3746,S,F,less_15
3747,S,U,less_5
3748,S,U,less_5
3749,S,U,less_40
3750,S,U,less_5
3751,S,F,less_15
3752,S,U,less_5
3753,N,U,less_5
3754,N,U,less_40
3755,N,U,less_40
3756,N,U,less_40
3757,N,U,less_40
3758,Y,F,less_40
3759,N,U,less_5
3760,N,U,less_40
3761,N,U,less_15
3762,N,F,less_5
3763,N,F,less_5
3764,N,U,less_15
3765,Y,F,higher_40
3766,N,U,less_40
3767,Y,F,less_40
3768,N,F,less_5
3769,N,U,less_15
3770,N,U,less_40
3771,N,U,less_15
3772,N,U,
3773,N,U,less_40
3774,N,U,less_40
3775,N,U,less_15
3776,N,U,less_40
3777,N,F,less_5
3778,N,U,less_15
3779,N,U,less_15
3780,N,U,less_15
3781,N,U,less_40
3782,N,U,less_15
3783,N,U,less_5
3784,N,U,less_40
3785,N,U,less_5
3786,N,U,less_40
3787,N,U,less_15
3788,N,U,less_15
3789,N,,
3790,N,U,less_5
3791,N,U,less_15
3792,N,U,less_15
3793,N,U,less_5
3794,N,U,less_15
3795,N,U,less_40
3796,N,U,less_15
3797,N,U,less_40
3798,N,U,less_40
3799,N,U,less_15
3800,N,U,less_40
3801,N,U,less_5
3802,N,U,less_40
3803,N,U,less_40
3804,N,U,less_15
3805,N,F,less_5
3806,N,U,higher_40
3807,N,U,less_5
3808,N,U,less_40
3809,N,U,less_40
3810,N,U,less_40
3811,N,U,less_5
3812,N,U,less_5
3813,N,U,
3814,Y,U,less_40
3815,N,U,less_5
3816,N,U,less_15
3817,N,U,
3818,N,U,less_40
3819,N,U,less_40
3820,N,U,less_15
3821,Y,F,higher_40
3822,Y,F,less_15
3823,N,U,less_15
3824,Y,U,less_40
3825,N,F,less_40
3826,N,U,less_40
3827,N,U,less_15
3828,N,U,less_15
3829,N,U,less_5
3830,S,U,less_15
3831,N,U,less_40
3832,N,U,less_40
3833,N,U,less_5
3834,N,U,less_5
3835,Y,U,less_40
3836,Y,F,less_40
3837,N,F,less_40
3838,N,U,less_5
3839,N,U,less_40
3840,N,U,less_40
3841,N,U,less_40
3842,N,U,less_40
3843,N,,
3844,N,U,higher_40
3845,N,U,
3846,N,U,less_5
3847,N,U,less_5
3848,N,U,less_15
3849,N,F,less_5
3850,N,U,less_40
3851,N,U,less_15
3852,N,U,less_40
3853,N,U,less_5
3854,N,U,less_15
3855,N,U,less_15
3856,R,U,less_40
3857,N,U,higher_40
3858,N,U,higher_40
3859,R,U,higher_40
3860,N,U,less_5
3861,N,U,less_5
3862,N,U,less_15
3863,N,U,higher_40
3864,N,U,less_5
3865,N,F,less_15
3866,N,U,less_15
3867,N,F,less_15
3868,N,U,less_40
3869,N,U,less_40
3870,N,F,
3871,N,U,
3872,N,U,less_15
3873,N,U,less_5
3874,N,U,less_40
3875,N,F,less_40
3876,N,U,less_40
3877,S,F,less_5
3878,R,F,less_15
3879,N,U,less_5
3880,N,U,less_40
3881,N,,
3882,N,U,less_40
3883,N,U,less_40
3884,R,F,higher_40
3885,N,U,less_15
3886,N,U,less_15
3887,N,U,higher_40
3888,N,U,less_5
3889,N,U,less_40
3890,N,U,less_5
3891,N,U,less_15
3892,N,U,less_15
3893,N,U,less_5
3894,N,U,less_15
3895,N,U,less_15
3896,N,U,less_40
3897,N,U,less_15
3898,N,U,less_15
3899,N,U,less_40
3900,N,U,less_15
3901,N,U,less_40
3902,N,U,less_5
3903,N,F,less_5
3904,R,F,higher_40
3905,N,U,less_5
3906,N,F,less_5
3907,N,U,less_15
3908,N,U,less_40
3909,R,U,less_40
3910,N,U,less_5
3911,N,U,less_15
3912,N,U,less_15
3913,N,U,less_5
3914,Y,U,less_5
3915,Y,U,less_40
3916,Y,U,less_15
3917,Y,U,higher_40
3918,Y,F,higher_40
3919,Y,F,less_40
3920,Y,U,less_40
3921,Y,,
3922,Y,F,less_15
3923,Y,U,less_40
3924,N,U,less_40
3925,N,U,less_40
3926,N,U,less_15
3927,N,U,less_40
3928,N,U,less_15
3929,N,F,less_5
3930,N,F,less_5
3931,N,U,higher_40
3932,N,U,less_5
3933,N,U,less_5
3934,N,U,less_5
3935,N,U,
3936,N,U,less_5
3937,N,U,less_15
3938,N,,
3939,N,U,less_5
3940,N,U,less_40
3941,N,U,less_40
3942,N,U,higher_40
3943,N,U,less_5
3944,N,U,less_40
3945,N,U,less_15
3946,N,U,less_15
3947,N,F,less_40
3948,N,U,less_5
3949,N,U,
3950,N,F,less_15
3951,N,U,less_15
3952,N,U,less_40
3953,N,U,less_5
3954,N,U,less_15
3955,N,U,less_40
3956,R,U,less_40
3957,N,F,less_5
3958,N,U,less_5
3959,N,U,
3960,S,U,less_5
3961,S,U,less_40
3962,S,U,less_5
3963,S,U,less_15
3964,S,U,less_15
3965,S,U,less_5
3966,S,F,less_5
3967,S,U,less_5
3968,S,F,less_15
3969,R,F,less_40
3970,S,F,less_15
3971,S,U,
3972,S,U,less_15
3973,S,U,less_5
3974,S,U,less_15
3975,S,U,less_5
3976,S,U,less_5
3977,S,U,less_15
3978,S,U,
3979,N,U,less_5
3980,N,U,less_40
3981,N,U,higher_40
3982,N,U,less_15
3983,Y,U,higher_40
3984,N,U,less_5
3985,N,U,less_15
3986,N,U,less_5
3987,N,U,less_15
3988,N,,
3989,N,F,less_15
3990,Y,U,less_40
3991,N,U,less_40
3992,N,U,less_5
3993,N,U,higher_40
3994,R,F,higher_40
3995,N,U,higher_40
3996,N,U,
3997,R,F,higher_40
3998,N,U,less_5
3999,R,F,higher_40
4000,N,U,less_15
4001,N,F,less_40
4002,S,U,less_40
4003,R,F,higher_40
4004,N,U,less_15
4005,N,U,less_15
4006,N,,
4007,N,F,less_15
4008,N,U,less_15
4009,N,U,less_15
4010,N,U,less_15
4011,N,U,less_15
4012,N,U,less_5
4013,N,U,less_15
4014,N,U,less_5
4015,N,F,less_15
