,機車等級,使用頻率,使用距離
4016,Y,U,less_40
4017,Y,U,less_40
4018,Y,U,less_40
4019,Y,U,less_5
4020,N,U,less_40
4021,N,F,less_40
4022,N,U,less_5
4023,N,U,less_15
4024,S,U,less_15
4025,Y,U,higher_40
4026,N,F,less_5
4027,N,U,less_15
4028,N,U,less_5
4029,N,U,less_40
4030,N,U,higher_40
4031,N,F,less_5
4032,N,U,less_40
4033,N,F,less_15
4034,N,F,less_40
4035,N,U,less_15
4036,N,U,less_40
4037,N,U,less_40
4038,N,U,less_5
4039,N,F,less_5
4040,N,U,less_40
4041,R,U,higher_40
4042,R,F,less_5
4043,N,U,less_5
4044,R,F,higher_40
4045,N,U,less_15
4046,N,,
4047,N,U,less_40
4048,N,U,less_5
4049,Y,U,less_40
4050,Y,U,less_40
4051,Y,F,less_40
4052,R,F,higher_40
4053,N,U,less_5
4054,R,,
4055,S,F,less_15
4056,N,U,less_40
4057,N,,
4058,N,U,less_5
4059,Y,F,
4060,N,U,less_15
4061,N,U,less_5
4062,N,U,less_40
4063,N,U,less_15
4064,Y,F,higher_40
4065,N,U,less_5
4066,N,U,less_5
4067,N,U,less_40
4068,N,U,less_5
4069,N,U,less_15
4070,N,U,less_5
4071,N,U,less_40
4072,N,U,less_15
4073,N,U,less_5
4074,N,U,less_40
4075,N,U,less_15
4076,N,U,less_15
4077,N,U,less_40
4078,N,U,less_15
4079,Y,F,higher_40
4080,S,U,less_5
4081,N,U,less_40
4082,N,U,less_40
4083,N,U,less_40
4084,N,U,
4085,N,F,less_15
4086,N,U,less_15
4087,N,U,less_40
4088,N,U,less_15
4089,N,U,less_15
4090,N,U,higher_40
4091,N,U,less_5
4092,N,U,less_5
4093,N,U,less_15
4094,N,U,less_15
4095,N,U,less_5
4096,N,U,higher_40
4097,N,U,less_40
4098,N,U,less_40
4099,N,F,less_15
4100,N,U,less_5
4101,N,U,less_40
4102,N,U,
4103,N,U,less_5
4104,N,F,less_15
4105,N,U,less_15
4106,N,U,higher_40
4107,Y,U,less_5
4108,R,F,less_5
4109,N,U,less_40
4110,R,U,less_40
4111,N,U,
4112,N,U,less_15
4113,N,U,less_40
4114,N,U,less_15
4115,N,U,less_5
4116,N,U,less_40
4117,R,F,higher_40
4118,N,U,less_5
4119,N,F,less_5
4120,N,U,less_15
4121,S,U,less_40
4122,N,U,less_40
4123,N,U,less_5
4124,N,U,less_40
4125,N,U,less_40
4126,N,U,less_15
4127,N,F,less_5
4128,N,U,less_40
4129,N,U,less_5
4130,N,U,less_40
4131,N,U,less_5
4132,N,U,
4133,N,U,less_15
4134,N,U,less_40
4135,N,U,less_40
4136,N,U,less_40
4137,N,F,less_15
4138,N,U,less_40
4139,N,U,less_5
4140,N,U,less_15
4141,Y,F,less_15
4142,Y,F,less_15
4143,Y,U,less_40
4144,Y,U,higher_40
4145,N,U,less_5
4146,N,U,
4147,N,U,less_5
4148,N,U,less_15
4149,N,U,higher_40
4150,N,F,less_5
4151,N,U,less_40
4152,N,U,less_5
4153,N,U,less_5
4154,N,U,less_5
4155,N,U,less_5
4156,R,F,higher_40
4157,S,F,less_5
4158,R,F,less_40
4159,S,U,less_40
4160,S,F,less_15
4161,N,U,less_40
4162,S,U,less_40
4163,S,F,less_5
4164,N,U,less_5
4165,Y,F,less_40
4166,N,U,
4167,N,U,less_5
4168,N,U,less_5
4169,N,U,less_15
4170,N,F,less_5
4171,N,U,less_40
4172,N,U,higher_40
4173,N,U,less_5
4174,N,U,less_40
4175,N,U,higher_40
4176,N,U,less_15
4177,N,U,less_5
4178,N,U,less_15
4179,N,U,less_15
4180,N,U,less_5
4181,Y,U,less_40
4182,N,U,less_5
4183,N,F,less_40
4184,N,F,less_40
4185,N,U,less_40
4186,N,U,less_15
4187,N,U,less_15
4188,N,U,less_5
4189,N,U,less_15
4190,R,F,higher_40
4191,N,U,less_5
4192,N,U,less_15
4193,N,U,less_15
4194,N,U,less_5
4195,N,U,less_5
4196,N,U,less_40
4197,R,F,higher_40
4198,N,U,less_40
4199,N,U,less_40
4200,N,U,less_40
4201,N,U,less_5
4202,N,U,higher_40
4203,N,U,less_5
4204,N,U,less_5
4205,Y,U,less_40
4206,Y,F,less_40
4207,Y,F,less_40
4208,N,U,less_40
4209,R,U,less_40
4210,N,U,
4211,N,U,less_5
4212,N,,
4213,N,U,less_15
4214,N,U,less_15
4215,S,,
4216,S,U,less_40
4217,R,F,higher_40
4218,S,F,less_15
4219,N,U,less_5
4220,N,F,less_40
4221,N,U,less_5
4222,N,U,less_40
4223,N,U,less_15
4224,N,U,less_5
4225,N,U,less_40
4226,N,U,higher_40
4227,N,F,less_5
4228,N,U,less_5
4229,S,U,
4230,N,U,less_40
4231,N,U,less_15
4232,N,U,less_5
4233,N,U,less_40
4234,N,U,less_15
4235,N,U,less_5
4236,N,U,less_40
4237,N,U,less_40
4238,N,U,less_15
4239,N,U,less_15
4240,N,F,less_40
4241,N,U,less_5
4242,N,U,less_40
4243,N,U,less_15
4244,Y,U,less_15
4245,N,U,higher_40
4246,N,U,less_40
4247,N,F,less_5
4248,N,U,less_40
4249,N,F,less_40
4250,N,U,less_5
4251,N,U,less_5
4252,N,U,less_5
4253,Y,F,less_40
4254,N,U,less_5
4255,N,U,less_40
4256,N,U,less_15
4257,N,U,less_15
4258,N,U,less_40
4259,Y,U,higher_40
4260,N,U,less_5
4261,N,F,less_5
4262,N,F,less_40
4263,N,U,less_40
4264,N,U,
4265,N,U,less_15
4266,N,U,less_15
4267,R,,
4268,N,F,less_5
4269,N,,
4270,N,U,less_40
4271,N,U,less_40
4272,N,U,
4273,N,U,less_40
4274,N,U,less_15
4275,N,U,higher_40
4276,N,U,less_15
4277,N,U,less_15
4278,N,U,higher_40
4279,N,U,less_5
4280,N,U,less_15
4281,N,U,less_5
4282,N,U,less_40
4283,N,U,less_40
4284,N,U,less_40
4285,N,U,less_5
4286,N,U,less_40
4287,N,U,less_5
4288,S,U,less_15
4289,S,U,less_5
4290,N,U,less_15
4291,N,U,less_5
4292,R,F,less_40
4293,Y,,
4294,Y,F,higher_40
4295,R,U,less_15
4296,N,U,less_5
4297,S,F,less_5
4298,R,F,higher_40
4299,R,F,less_40
4300,N,U,higher_40
4301,N,U,less_40
4302,N,U,less_40
4303,N,U,
4304,N,F,higher_40
4305,N,U,less_5
4306,R,F,less_40
4307,N,U,less_40
4308,N,U,less_5
4309,S,U,less_15
4310,S,U,less_15
4311,N,U,less_5
4312,N,U,less_15
4313,N,U,less_40
4314,N,U,less_40
4315,N,U,less_5
4316,N,,
4317,N,U,less_5
4318,Y,U,less_15
4319,N,U,higher_40
4320,N,U,less_15
4321,N,U,less_40
4322,N,U,less_15
4323,N,U,less_40
4324,Y,F,higher_40
4325,N,U,less_5
4326,N,U,less_5
4327,S,U,less_15
4328,N,U,less_40
4329,N,F,less_5
4330,N,U,less_15
4331,N,F,less_5
4332,N,F,higher_40
4333,N,U,less_15
4334,R,F,less_40
4335,R,F,higher_40
4336,N,U,less_5
4337,N,U,less_5
4338,N,U,less_15
4339,N,U,less_40
4340,N,U,less_40
4341,N,U,less_15
4342,N,U,less_5
4343,N,U,less_40
4344,N,U,less_40
4345,N,U,less_15
4346,Y,F,less_15
4347,N,U,less_15
4348,N,U,higher_40
4349,N,U,less_5
4350,N,U,less_5
4351,N,U,less_40
4352,N,U,less_15
4353,N,U,less_40
4354,N,F,less_5
4355,S,U,less_5
4356,S,U,less_5
4357,S,U,less_5
4358,S,F,less_40
4359,N,U,less_15
4360,Y,F,less_15
4361,N,U,less_15
4362,N,U,less_15
4363,R,F,less_15
4364,N,U,less_5
4365,N,U,less_5
4366,N,F,less_5
4367,R,F,less_40
4368,N,U,less_15
4369,N,U,less_5
4370,N,U,less_40
4371,N,U,less_40
4372,S,U,less_40
4373,S,F,less_40
4374,S,F,less_5
4375,S,U,less_5
4376,N,U,less_15
4377,N,U,less_15
4378,N,U,less_5
4379,N,U,less_5
4380,N,U,less_5
4381,N,U,less_5
4382,N,F,less_5
4383,N,F,less_40
4384,N,U,less_5
4385,R,,
4386,N,U,less_40
4387,N,U,less_15
4388,N,U,less_15
4389,N,F,less_40
4390,N,U,less_15
4391,N,,
4392,N,U,higher_40
4393,N,F,
4394,S,U,less_5
4395,N,U,less_40
4396,N,U,less_15
4397,N,U,less_5
4398,N,U,less_5
4399,N,U,less_40
4400,N,U,less_15
4401,N,U,less_5
4402,N,U,less_5
4403,N,U,less_5
4404,N,U,less_40
4405,N,,
4406,N,U,less_5
4407,N,F,less_40
4408,N,U,less_5
4409,N,,
4410,Y,U,less_40
4411,N,F,less_40
4412,N,U,less_15
4413,N,U,less_5
4414,N,U,less_40
4415,N,U,less_40
4416,N,F,less_40
4417,N,U,less_5
4418,N,U,less_5
4419,N,F,higher_40
4420,Y,F,less_15
4421,N,U,less_5
4422,N,U,less_5
4423,N,U,less_15
4424,N,U,less_5
4425,N,U,less_5
4426,N,U,less_5
4427,N,F,less_15
4428,N,U,less_40
4429,N,U,less_5
4430,N,U,less_5
4431,N,U,
4432,R,F,higher_40
4433,N,U,
4434,N,U,less_5
4435,Y,F,less_40
4436,N,F,less_5
4437,N,U,less_15
4438,R,F,less_40
4439,N,U,higher_40
4440,Y,,
4441,S,U,less_15
4442,S,U,less_40
4443,S,U,less_5
4444,S,U,less_40
4445,N,U,less_15
4446,Y,F,less_40
4447,S,U,less_15
4448,N,U,less_15
4449,N,U,less_5
4450,R,U,less_40
4451,S,U,less_15
4452,N,U,less_40
4453,N,U,less_40
4454,N,U,less_15
4455,N,U,less_40
4456,N,U,less_40
4457,N,U,less_15
4458,N,U,less_15
4459,S,U,less_15
4460,R,F,higher_40
4461,N,U,less_40
4462,N,U,less_40
4463,N,U,less_15
4464,R,U,less_40
4465,N,U,less_40
4466,N,U,less_5
4467,N,F,less_15
4468,S,U,
4469,S,U,less_15
4470,N,F,less_40
4471,S,U,less_5
4472,N,,
4473,Y,U,less_5
4474,N,U,less_5
4475,N,U,less_40
4476,N,U,less_40
4477,Y,U,higher_40
4478,N,U,less_5
4479,N,U,less_15
4480,S,U,less_5
4481,N,U,less_15
4482,N,U,less_40
4483,N,U,less_40
4484,N,U,less_40
4485,N,U,less_5
4486,N,U,less_40
4487,N,U,less_40
4488,N,U,less_15
4489,R,,
4490,N,F,less_15
4491,N,U,less_15
4492,S,F,less_40
4493,R,U,less_40
4494,S,U,less_5
4495,N,,
4496,N,U,less_40
4497,N,U,less_5
4498,Y,F,less_15
4499,N,U,less_15
4500,N,U,less_5
4501,N,U,less_5
4502,N,U,less_15
4503,N,U,less_5
4504,R,F,higher_40
4505,N,U,less_5
4506,N,U,less_5
4507,R,F,higher_40
4508,N,U,less_5
4509,N,U,less_15
4510,S,U,less_5
4511,N,U,less_5
4512,N,U,less_40
4513,N,U,less_40
4514,N,U,less_5
4515,N,U,higher_40
4516,N,U,less_5
4517,N,U,
4518,N,U,less_5
4519,N,U,less_15
4520,N,U,less_15
4521,N,U,less_5
4522,N,,
4523,N,U,less_40
4524,N,U,less_40
4525,N,U,less_5
4526,S,U,less_15
4527,N,U,less_15
4528,N,U,less_5
4529,S,F,less_5
4530,N,U,less_15
4531,N,U,less_15
4532,N,U,less_40
4533,N,U,less_15
4534,N,U,less_5
4535,N,U,less_40
4536,N,U,less_15
4537,N,U,less_40
4538,N,U,less_15
4539,N,U,less_15
4540,N,U,less_40
4541,N,U,less_40
4542,N,U,less_15
4543,N,U,less_40
4544,N,U,
4545,N,U,less_40
4546,N,U,less_5
4547,N,F,higher_40
4548,N,U,less_40
4549,N,U,higher_40
4550,N,U,less_5
4551,N,,
4552,N,U,less_5
4553,N,U,less_5
4554,N,U,higher_40
4555,N,U,less_5
4556,N,U,less_40
4557,N,F,less_5
4558,N,U,less_15
4559,N,U,less_5
4560,N,F,less_15
4561,N,U,less_40
4562,N,U,less_15
4563,N,U,less_40
4564,N,U,less_15
4565,S,F,less_5
4566,N,U,less_5
4567,N,U,
4568,N,F,less_40
4569,N,U,less_5
4570,N,U,less_40
4571,N,U,less_40
4572,N,U,less_5
4573,N,U,less_15
4574,N,U,less_5
4575,N,U,less_15
4576,N,F,less_15
4577,N,U,less_5
4578,N,U,less_5
4579,N,U,less_40
4580,N,U,less_15
4581,N,U,less_15
4582,N,F,higher_40
4583,N,U,less_40
4584,N,U,higher_40
4585,N,U,less_15
4586,R,F,higher_40
4587,N,U,less_40
4588,N,U,less_40
4589,N,U,less_15
4590,N,U,less_40
4591,R,F,less_40
4592,R,F,higher_40
4593,N,U,less_40
4594,N,U,less_40
4595,N,U,less_5
4596,N,U,less_5
4597,N,U,less_15
4598,N,U,less_5
4599,N,U,less_40
4600,N,U,less_15
4601,N,U,less_40
4602,N,U,less_5
4603,N,U,less_15
4604,N,U,less_5
4605,N,U,less_40
4606,N,F,less_40
4607,N,F,less_40
4608,N,U,less_5
4609,N,,
4610,S,U,less_40
4611,N,U,less_15
4612,N,U,less_5
4613,N,U,less_40
4614,N,U,less_5
4615,N,U,less_5
4616,N,U,less_40
4617,N,U,less_40
4618,N,U,
4619,N,F,less_5
4620,N,U,less_15
4621,N,U,less_5
4622,N,U,less_5
4623,N,U,less_5
4624,N,,
4625,N,U,less_40
4626,N,U,less_5
4627,N,U,less_5
4628,N,F,less_5
4629,N,U,less_15
4630,R,F,higher_40
4631,N,U,less_15
4632,N,U,less_40
4633,Y,U,higher_40
4634,Y,F,higher_40
4635,Y,F,less_40
4636,Y,,
4637,Y,F,less_40
4638,N,U,less_5
4639,N,U,less_15
4640,N,F,less_15
4641,N,U,less_5
4642,N,U,less_5
4643,N,U,higher_40
4644,N,U,less_15
4645,N,U,less_15
4646,N,U,less_5
4647,N,U,less_5
4648,N,F,less_40
4649,N,U,less_15
4650,N,U,less_40
4651,N,U,less_5
4652,N,U,less_40
4653,N,U,less_40
4654,S,F,less_15
4655,S,,
4656,S,U,
4657,S,,
4658,S,F,less_15
4659,S,U,less_40
4660,S,U,less_5
4661,N,U,less_5
4662,N,U,less_5
4663,S,U,less_5
4664,S,U,less_40
4665,N,U,less_5
4666,S,U,less_15
4667,S,U,less_15
4668,S,U,less_5
4669,S,U,less_5
4670,S,U,less_40
4671,R,F,higher_40
4672,S,F,less_5
4673,S,U,less_15
4674,S,F,less_5
4675,S,U,less_5
4676,S,F,less_15
4677,S,U,less_5
4678,S,U,less_5
4679,S,F,less_5
4680,S,U,less_5
4681,N,U,less_15
4682,N,U,less_15
4683,N,F,less_5
4684,N,U,less_40
4685,N,F,less_5
4686,N,U,less_5
4687,N,U,less_5
4688,N,U,less_40
4689,N,U,less_15
4690,N,U,less_15
4691,N,F,less_5
4692,N,U,less_5
4693,N,U,less_5
4694,N,U,less_40
4695,N,U,less_40
4696,N,U,less_40
4697,N,U,less_15
4698,N,U,less_5
4699,N,U,less_15
4700,N,F,less_5
4701,N,U,less_40
4702,N,U,less_40
4703,N,F,less_40
4704,N,U,less_40
4705,N,F,less_5
4706,N,U,less_40
4707,N,U,less_15
4708,N,U,less_15
4709,N,U,less_40
4710,N,U,less_5
4711,N,F,less_40
4712,N,U,less_5
4713,N,U,less_40
4714,N,U,less_5
4715,N,U,less_40
4716,N,U,less_40
4717,N,U,less_40
4718,Y,F,less_40
4719,N,U,less_5
4720,N,U,less_15
4721,N,U,less_5
4722,N,U,less_5
4723,Y,U,less_15
4724,N,U,less_5
4725,N,U,less_40
4726,N,U,less_5
4727,R,U,higher_40
4728,N,U,less_5
4729,N,F,higher_40
4730,R,F,higher_40
4731,R,U,less_40
4732,N,U,less_5
4733,N,U,less_40
4734,N,U,less_40
4735,N,F,less_40
4736,N,U,less_15
4737,N,U,less_40
4738,N,U,less_15
4739,N,U,less_15
4740,N,U,less_15
4741,N,U,less_5
4742,R,F,higher_40
4743,N,,
4744,S,U,less_15
4745,S,F,less_5
4746,S,U,
4747,N,U,higher_40
4748,N,U,less_40
4749,N,U,less_40
4750,R,F,less_40
4751,R,F,higher_40
4752,R,F,higher_40
4753,R,F,less_40
4754,N,,
4755,N,U,less_5
4756,N,U,less_40
4757,N,F,less_15
4758,N,U,less_5
4759,N,U,less_5
4760,N,U,less_5
4761,N,U,less_15
4762,N,U,higher_40
4763,N,U,less_15
4764,N,F,less_15
4765,N,U,less_5
4766,Y,U,less_40
4767,Y,U,less_15
4768,N,U,less_40
4769,N,U,less_40
4770,N,U,less_15
4771,N,F,less_5
4772,N,F,less_5
4773,N,F,less_5
4774,N,U,less_5
4775,S,F,less_5
4776,S,U,less_40
4777,S,F,less_5
4778,S,F,less_5
4779,S,U,less_40
4780,S,U,
4781,R,F,higher_40
4782,S,U,less_15
4783,N,U,less_40
4784,N,F,less_40
4785,S,U,less_15
4786,S,U,less_40
4787,N,U,less_5
4788,N,U,less_40
4789,N,U,less_40
4790,N,U,less_15
4791,N,U,less_5
4792,Y,F,less_40
4793,N,U,less_15
4794,N,U,less_40
4795,N,U,less_40
4796,N,U,less_15
4797,N,U,less_40
4798,N,U,less_15
4799,N,U,less_5
4800,N,F,less_15
4801,Y,F,less_15
4802,N,U,less_40
4803,N,U,less_15
4804,N,U,less_40
4805,Y,F,higher_40
4806,N,U,
4807,N,U,less_40
4808,N,U,less_5
4809,N,U,less_40
4810,N,U,less_5
4811,N,U,less_15
4812,N,U,higher_40
4813,N,U,less_40
4814,N,F,less_40
4815,N,U,less_15
4816,N,U,less_40
4817,N,U,less_40
4818,N,U,less_40
4819,N,U,less_40
4820,N,U,less_15
4821,N,,
4822,N,U,less_5
4823,N,U,less_40
4824,N,F,less_5
4825,R,F,less_40
4826,N,U,less_15
4827,S,U,less_15
4828,N,U,higher_40
4829,N,U,less_15
4830,N,,
4831,N,U,less_40
4832,N,U,less_5
4833,N,U,higher_40
4834,N,U,higher_40
4835,N,U,less_5
4836,N,F,less_5
4837,N,U,less_15
4838,N,U,less_40
4839,N,U,less_40
4840,N,U,less_40
4841,Y,U,less_40
4842,Y,U,less_15
4843,N,U,less_40
4844,N,U,less_40
4845,N,U,less_5
4846,N,U,less_5
4847,Y,F,less_5
4848,N,U,less_15
4849,N,U,less_5
4850,N,U,less_5
4851,N,F,less_5
4852,S,U,less_5
4853,S,U,less_40
4854,R,F,higher_40
4855,S,F,less_5
4856,S,U,less_5
4857,S,U,less_40
4858,S,U,less_5
4859,S,U,less_40
4860,N,U,less_40
4861,N,F,less_5
4862,N,U,higher_40
4863,N,U,less_15
4864,N,U,less_40
4865,N,U,less_40
4866,N,F,less_5
4867,N,F,less_40
4868,N,U,less_40
4869,N,U,less_5
4870,N,U,less_5
4871,N,U,less_15
4872,N,U,less_15
4873,N,U,less_40
4874,N,U,less_40
4875,N,U,less_5
4876,N,U,less_15
4877,N,F,less_5
4878,N,U,less_5
4879,N,,
4880,N,U,less_5
4881,N,U,less_40
4882,N,U,less_5
4883,N,F,less_15
4884,N,U,less_40
4885,N,F,less_40
4886,N,U,less_15
4887,N,U,less_40
4888,N,U,less_40
4889,N,U,less_40
4890,N,U,less_40
4891,N,U,less_40
4892,N,U,less_15
4893,N,U,less_40
4894,S,U,less_40
4895,S,U,less_5
4896,N,U,less_40
4897,N,U,less_5
4898,N,U,less_5
4899,N,U,less_5
4900,N,F,less_5
4901,N,F,less_5
4902,R,U,less_40
4903,R,F,higher_40
4904,R,F,higher_40
4905,N,U,less_15
4906,N,U,less_40
4907,N,U,less_40
4908,N,U,less_40
4909,N,U,less_5
4910,N,U,less_40
4911,N,U,less_15
4912,N,U,less_5
4913,N,U,less_40
4914,N,U,less_40
4915,N,F,less_5
4916,N,U,less_5
4917,N,U,less_15
4918,N,U,less_5
4919,N,F,less_40
4920,S,F,less_15
4921,S,U,less_5
4922,S,U,less_40
4923,N,U,less_5
4924,N,F,less_5
4925,N,U,less_40
4926,N,U,higher_40
4927,N,U,
4928,N,U,less_15
4929,N,U,less_40
4930,N,U,less_15
4931,N,U,less_5
4932,N,U,less_5
4933,N,U,less_5
4934,N,F,less_5
4935,N,U,less_15
4936,N,U,less_5
4937,N,U,less_5
4938,N,U,less_5
4939,N,F,less_5
4940,Y,F,less_40
4941,N,U,less_5
4942,N,F,less_40
4943,R,F,higher_40
4944,S,U,less_15
4945,S,U,less_15
4946,S,U,less_15
4947,S,U,less_15
4948,N,U,less_15
4949,N,U,less_15
4950,N,F,less_40
4951,N,F,less_15
4952,N,U,less_40
4953,Y,,
4954,N,U,less_15
4955,N,U,less_15
4956,N,U,less_5
4957,N,F,less_40
4958,N,F,less_5
4959,N,U,less_40
4960,N,U,less_15
4961,N,U,less_15
4962,N,U,less_5
4963,N,U,less_5
4964,N,F,less_15
4965,R,F,less_40
4966,S,U,less_40
4967,R,F,higher_40
4968,R,F,less_40
4969,S,F,less_5
4970,N,,
4971,N,U,less_40
4972,N,U,less_40
4973,N,U,less_15
4974,Y,F,less_40
4975,N,,
4976,N,U,less_5
4977,N,U,less_40
4978,N,U,less_15
4979,N,U,less_15
4980,N,U,higher_40
4981,N,U,less_5
4982,N,F,less_5
4983,N,U,less_5
4984,N,U,less_40
4985,N,U,less_5
4986,N,U,less_5
4987,N,U,less_15
4988,N,F,less_40
4989,N,U,less_40
4990,N,U,less_5
4991,N,F,less_5
4992,N,U,less_40
4993,N,U,less_15
4994,N,U,less_40
4995,N,U,less_40
4996,N,U,
4997,N,U,less_5
4998,N,F,less_40
4999,N,U,less_15
